Wavelength,Flux
3315.0,8.417918445635664e-11
3316.0,8.275547608294076e-11
3317.0,8.091223524520075e-11
3318.0,8.125982525752917e-11
3319.0,8.147028190963468e-11
3320.0,8.406205592725868e-11
3321.0,8.402992884848359e-11
3322.0,8.396457140680269e-11
3323.0,8.365320242065266e-11
3324.0,8.346830171479525e-11
3325.0,8.29642118893581e-11
3326.0,8.266666517986465e-11
3327.0,8.177249155583155e-11
3328.0,8.211056140572381e-11
3329.0,8.242138221925543e-11
3330.0,8.41009761831657e-11
3331.0,8.441825016802795e-11
3332.0,8.400728723767514e-11
3333.0,8.25859519659744e-11
3334.0,8.057867567634602e-11
3335.0,7.920700206831555e-11
3336.0,7.869186552378338e-11
3337.0,8.231364201360947e-11
3338.0,8.169488002751635e-11
3339.0,8.030696940775073e-11
3340.0,7.826664316645804e-11
3341.0,7.69412034085093e-11
3342.0,7.927559303455567e-11
3343.0,7.968779108802337e-11
3344.0,8.033714665733882e-11
3345.0,7.990534622859258e-11
3346.0,7.947353886095243e-11
3347.0,8.20929643707835e-11
3348.0,8.335266504788663e-11
3349.0,8.898452807937218e-11
3350.0,8.578025789685029e-11
3351.0,8.084264507823846e-11
3352.0,7.790512679406447e-11
3353.0,7.65940158520273e-11
3354.0,7.425792619697447e-11
3355.0,7.497094611785826e-11
3356.0,7.6802147974675e-11
3357.0,7.880410907157298e-11
3358.0,8.022311287492201e-11
3359.0,7.917983629868175e-11
3360.0,7.90195617272893e-11
3361.0,7.891941267157421e-11
3362.0,8.057413070083896e-11
3363.0,8.237474591332727e-11
3364.0,8.112026328443989e-11
3365.0,8.044574728582887e-11
3366.0,7.65544155845177e-11
3367.0,7.633205179047309e-11
3368.0,7.595755968647921e-11
3369.0,7.872568569267102e-11
3370.0,8.008656932068092e-11
3371.0,7.800703832883116e-11
3372.0,7.736639107136511e-11
3373.0,7.57875706636213e-11
3374.0,7.62598040271456e-11
3375.0,7.66247551520216e-11
3376.0,7.671713958545823e-11
3377.0,7.716945832347832e-11
3378.0,7.946796692914759e-11
3379.0,8.000713286326899e-11
3380.0,8.064578171929071e-11
3381.0,7.998417206334096e-11
3382.0,7.98677304847395e-11
3383.0,8.158677899938738e-11
3384.0,8.220361891186911e-11
